"Wining Team","Losing Team","Wining Score","Losing Score"
"Cincinnati","Connecticut",58,57
"Col Charleston","Northeastern",68,61
"CS Sacramento","Idaho",65,63
"Denver","South Dakota",66,52
"E Illinois","TN Martin",82,74
"E Washington","Portland St",112,83
"Evansville","S Illinois",85,78
"F Dickinson","St Francis PA",86,82
"Furman","W Carolina",62,60
"Gonzaga","Santa Clara",84,67
"Grand Canyon","CS Bakersfield",70,64
"Hofstra","Elon",66,64
"Idaho St","Southern Utah",87,68
"IPFW","Oral Roberts",68,63
"Long Beach St","Santa Barbara",80,70
"Long Island","Sacred Heart",92,84
"Louisiana Tech","UT San Antonio",85,75
"Marshall","MTSU",82,66
"Maryland","Iowa",74,68
"Mercer","VMI",73,58
"Michigan St","Northwestern",76,45
"Monmouth NJ","Quinnipiac",66,51
"Mt St Mary's","Robert Morris",70,49
"Niagara","Marist",69,66
"Ohio St","Illinois",68,63
"Old Dominion","FL Atlantic",78,66
"Oregon","Arizona",83,75
"Pepperdine","San Diego",75,65
"Richmond","G Washington",98,90
"Rider","St Peter's",76,45
"S Dakota St","NE Omaha",87,76
"San Francisco","Portland",87,76
"SE Missouri St","Edwardsville",58,51
"Seattle","Utah Valley",73,62
"Southern Miss","UTEP",71,58
"Syracuse","Notre Dame",81,66
"Tennessee Tech","Tennessee St",81,79
"Towson","Drexel",77,70
"UC Riverside","Cal Poly SLO",72,68
"ULL","Texas St",80,54
"ULM","UT Arlington",99,88
"UNC Greensboro","Citadel",102,95
"UNC Wilmington","James Madison",78,73
"USC","Washington St",81,71
"Valparaiso","Cleveland St",77,52
"WKU","UAB",69,62
"Wagner","St Francis NY",64,61
"Washington","UCLA",86,84
"Weber St","Northern Arizona",76,66
"William & Mary","Delaware",94,79
"Wofford","ETSU",87,73
"Youngstown St","IL Chicago",82,78
"Columbia","Dartmouth",77,60
"Cornell","Harvard",77,65
"Fairfield","Canisius",84,77
"Iona","Manhattan",70,56
"IUPUI","W Illinois",69,67
"N Kentucky","Detroit",91,83
"Oakland","Wright St",89,63
"Princeton","Brown",83,59
"VA Commonwealth","Davidson",79,69
"WI Milwaukee","WI Green Bay",95,94
"Yale","Penn",81,58
"Abilene Chr","Lamar",80,71
"Akron","Ball St",73,64
"Alabama A&M","Prairie View",83,69
"Albany NY","Hartford",86,60
"American Univ","Colgate",54,49
"Arizona","Oregon St",80,63
"Ark Little Rock","Georgia St",63,53
"Ark Pine Bluff","Grambling",63,59
"Arkansas","Texas Tech",75,68
"Austin Peay","SE Missouri St",86,80
"Baylor","Georgia",83,73
"Bethune-Cookman","Florida A&M",88,56
"Brown","Penn",89,83
"Bucknell","Army",94,66
"Buffalo","Toledo",73,68
"BYU","Pepperdine",88,77
"C Michigan","Bowling Green",77,65
"Chattanooga","Samford",63,56
"Citadel","VMI",78,75
"Coastal Car","Campbell",97,68
"Columbia","Harvard",55,54
"Cornell","Dartmouth",77,73
"CS Bakersfield","Utah Valley",78,74
"Dayton","La Salle",59,44
"Drake","Bradley",80,70
"Duquesne","St Louis",78,67
"E Illinois","Edwardsville",60,46
"E Washington","CS Sacramento",74,67
"Elon","Northeastern",71,67
"F Dickinson","Long Island",88,85
"FL Atlantic","Charlotte",82,77
"Florida","West Virginia",88,71
"Florida St","Clemson",76,65
"Fordham","Massachusetts",78,72
"Furman","ETSU",74,70
"Ga Southern","Arkansas St",71,66
"Gardner Webb","Charleston So",68,59
"Gonzaga","San Francisco",86,48
"Hampton","Norfolk St",86,76
"Hofstra","Drexel",70,64
"Holy Cross","Navy",87,80
"Houston","East Carolina",97,93
"Houston Bap","Sam Houston St",70,69
"Idaho","Portland St",56,55
"Idaho St","Northern Arizona",88,66
"IL Chicago","Cleveland St",72,70
"Incarnate Word","Nicholls St",68,61
"Indiana","Minnesota",74,68
"Jackson St","MS Valley St",77,62
"Jacksonville","Stetson",75,60
"Kansas","Kentucky",90,84
"Kansas St","Mississippi",69,64
"Liberty","Presbyterian",65,61
"Long Beach St","Hawaii",78,64
"Louisiana Tech","UTEP",78,70
"Loyola MD","Lafayette",84,77
"Loyola-Chicago","Indiana St",104,96
"Maine","Binghamton",74,63
"Marquette","Butler",75,69
"MD E Shore","Coppin St",83,81
"Mercer","UNC Greensboro",81,67
"Miami OH","N Illinois",72,59
"Michigan","Penn St",79,72
"Mississippi St","Missouri",76,62
"Missouri KC","Chicago St",78,64
"Missouri St","Illinois St",84,81
"Monmouth NJ","St Peter's",73,57
"Montana","Montana St",80,72
"Morehead St","E Kentucky",70,67
"Morgan St","Howard",83,63
"MTSU","WKU",66,64
"N Colorado","North Dakota",71,70
"NC A&T","Savannah St",63,62
"NC State","Miami FL",85,69
"NE Omaha","South Dakota",96,83
"Nevada","Utah St",89,84
"New Hampshire","UMBC",84,81
"New Mexico","Boise St",88,83
"New Mexico St","UTRGV",92,68
"New Orleans","McNeese St",76,64
"NJIT","Kennesaw",75,67
"North Carolina","Boston College",89,62
"North Florida","FL Gulf Coast",82,76
"Northwestern LA","SE Louisiana",91,76
"Ohio","Kent",72,61
"Oklahoma","LSU",77,75
"Oklahoma St","Auburn",74,63
"Old Dominion","Florida Intl",64,60
"Providence","Georgetown",73,69
"Purdue","Nebraska",89,74
"Quinnipiac","Niagara",82,68
"Rice","North Texas",95,87
"S Carolina St","Delaware St",56,41
"S Dakota St","Denver",67,56
"Sacred Heart","Bryant",72,71
"San Diego","Loy Marymount",77,69
"San Diego St","UNLV",67,52
"San Jose St","Air Force",75,54
"Santa Barbara","UC Irvine",76,60
"Santa Clara","Portland",90,84
"SC Upstate","Lipscomb",92,91
"Seattle","Grand Canyon",59,57
"Seton Hall","Creighton",75,65
"SF Austin","TAM C. Christi",66,61
"Siena","Marist",77,66
"SMU","Memphis",80,68
"South Alabama","Appalachian St",73,60
"South Carolina","Alabama",78,64
"Southern Miss","UT San Antonio",86,70
"Southern Univ","Alcorn St",75,64
"St Francis NY","Central Conn",60,49
"St Francis PA","Robert Morris",90,78
"St Joseph's PA","Rhode Island",64,55
"St Mary's CA","Pacific",68,65
"Stony Brook","Vermont",72,61
"Syracuse","Georgia Tech",60,57
"TCU","Tennessee",75,63
"Tennessee St","Jacksonville St",78,53
"Tennessee Tech","Belmont",89,79
"Texas","Vanderbilt",72,58
"Texas A&M","Iowa St",72,62
"TN Martin","Murray St",63,59
"Towson","Delaware",101,97
"Tulsa","Tulane",62,48
"TX Southern","Alabama St",75,72
"UAB","Marshall",81,78
"UC Davis","Cal Poly SLO",66,52
"UC Riverside","CS Fullerton",81,71
"UCLA","Washington St",83,50
"ULL","UT Arlington",90,75
"ULM","Texas St",72,59
"UNC Asheville","Longwood",88,74
"UNC Wilmington","Col Charleston",65,55
"USC","Washington",98,88
"Utah","Stanford",96,74
"Valparaiso","Youngstown St",97,68
"Virginia","Louisville",63,47
"W Michigan","E Michigan",94,86
"Wagner","Mt St Mary's",73,63
"Weber St","Southern Utah",77,50
"Winthrop","Radford",87,77
"Wofford","W Carolina",85,66
"Wyoming","Colorado St",83,76
"Xavier","DePaul",86,65
"Yale","Princeton",79,75
"Boston Univ","Lehigh",75,73
"Colorado","California",70,62
"Connecticut","UCF",67,41
"Detroit","Wright St",75,68
"G Washington","George Mason",76,70
"Iowa","Northwestern",85,71
"IPFW","W Illinois",88,67
"IUPUI","N Dakota St",73,72
"Maryland","Ohio St",66,61
"Michigan St","Rutgers",96,62
"Northern Iowa","S Illinois",67,58
"Notre Dame","Wake Forest",85,62
"Oregon","Arizona St",91,74
"Pittsburgh","Virginia Tech",90,71
"Rider","Canisius",79,68
"St Bonaventure","Richmond",84,68
"Temple","South Florida",70,63
"Villanova","St John's",68,53
"Wichita St","Evansville",78,65
"William & Mary","James Madison",68,62
"Wisconsin","Illinois",63,55
"Alabama St","Prairie View",83,77
"American Univ","Holy Cross",58,45
"Chattanooga","Citadel",125,85
"Florida St","NC State",77,73
"Houston","SMU",71,68
"Iona","St Peter's",75,67
"Jackson St","Ark Pine Bluff",66,53
"Jacksonville","FL Gulf Coast",83,80
"Kennesaw","SC Upstate",75,62
"Louisville","North Carolina",71,65
"Loyola MD","Colgate",68,65
"MD E Shore","Howard",85,67
"Mercer","Samford",85,70
"Monmouth NJ","Siena",93,87
"Morgan St","Coppin St",83,43
"MS Valley St","Grambling",72,59
"Navy","Army",64,50
"NC Central","Florida A&M",81,63
"New Orleans","Nicholls St",74,53
"NJIT","Lipscomb",90,78
"Oakland","N Kentucky",85,74
"Quinnipiac","Fairfield",64,59
"Sam Houston St","Lamar",69,66
"SE Louisiana","McNeese St",82,80
"Stetson","North Florida",86,82
"Texas","Baylor",67,59
"TX Southern","Alabama A&M",71,68
"Abilene Chr","Houston Bap",79,72
"Akron","Ohio",80,68
"Alabama","Mississippi St",82,80
"Ball St","Bowling Green",72,64
"Bethune-Cookman","Savannah St",62,59
"Boise St","Utah St",70,67
"Buffalo","N Illinois",90,78
"Butler","Georgetown",87,76
"C Michigan","Kent",88,61
"Clemson","Wake Forest",76,62
"DePaul","Providence",77,70
"Duke","Georgia Tech",80,71
"E Michigan","Miami OH",94,69
"Georgia","South Carolina",69,56
"Incarnate Word","TAM C. Christi",70,65
"Indiana","Michigan",80,67
"Indiana St","Drake",63,56
"Liberty","Winthrop",88,77
"LSU","Auburn",80,68
"Manhattan","Rider",65,57
"Massachusetts","Rhode Island",61,56
"Missouri St","Bradley",77,71
"New Mexico","UNLV",87,83
"Northwestern LA","Cent Arkansas",91,75
"Oklahoma","TCU",95,72
"San Diego St","Colorado St",69,67
"Syracuse","Virginia Tech",68,60
"Tennessee","Kentucky",84,77
"Toledo","W Michigan",89,62
"ULL","ULM",72,65
"West Virginia","Iowa St",81,76
"Air Force","Wyoming",70,62
"Albany NY","UMBC",79,73
"American Univ","Bucknell",69,55
"Arizona","Washington St",79,64
"Army","Lafayette",84,81
"Boston Univ","Navy",83,72
"Charlotte","NC A&T",92,72
"Coastal Car","Presbyterian",69,66
"CS Northridge","UC Riverside",73,71
"Florida","Arkansas",87,83
"G Washington","Davidson",79,69
"Gardner Webb","High Point",79,74
"George Mason","Richmond",78,74
"Illinois","Rutgers",110,101
"Illinois St","Loyola-Chicago",78,70
"Iowa","Penn St",73,49
"Kansas","Kansas St",77,59
"Lehigh","Loyola MD",71,66
"Longwood","Campbell",80,79
"MA Lowell","Hartford",85,83
"Maryland","Nebraska",70,65
"Miami FL","Notre Dame",79,70
"Mississippi","Missouri",76,73
"Northern Iowa","Evansville",57,54
"San Jose St","Fresno St",65,53
"Seton Hall","Marquette",79,62
"St Bonaventure","St Joseph's PA",83,73
"Stony Brook","Binghamton",76,51
"Texas Tech","Oklahoma St",63,61
"UC Irvine","Cal Poly SLO",78,72
"UNC Asheville","Charleston So",63,55
"VA Commonwealth","La Salle",88,70
"Vermont","Maine",85,68
"Villanova","Creighton",83,58
"Virginia","Boston College",61,47
"W Illinois","NE Omaha",83,76
"Washington","Arizona St",95,83
"Wichita St","S Illinois",76,55
"Xavier","St John's",90,83
"Ark Little Rock","Troy",72,49
"Arkansas St","South Alabama",79,73
"Belmont","Morehead St",73,67
"BYU","St Mary's CA",70,59
"Central Conn","Robert Morris",65,60
"Chattanooga","Wofford",79,63
"Cincinnati","South Florida",88,57
"Col Charleston","Towson",65,47
"Connecticut","Memphis",77,57
"CS Bakersfield","Missouri KC",77,66
"CS Fullerton","UC Davis",61,57
"CS Sacramento","Montana",83,79
"Denver","IUPUI",53,51
"Detroit","Cleveland St",71,63
"E Kentucky","Tennessee St",97,81
"E Washington","Northern Arizona",84,73
"Elon","Delaware",83,56
"ETSU","VMI",71,60
"F Dickinson","Wagner",82,79
"Furman","Samford",67,65
"Ga Southern","UT Arlington",82,73
"Georgia St","Texas St",59,56
"Gonzaga","Loy Marymount",92,63
"Hawaii","Santa Barbara",76,64
"Idaho","Southern Utah",68,44
"IPFW","South Dakota",95,82
"James Madison","Drexel",78,56
"Long Island","Mt St Mary's",77,74
"Louisiana Tech","Rice",90,78
"MTSU","FL Atlantic",85,73
"Murray St","SE Missouri St",78,72
"N Dakota St","Oral Roberts",67,63
"New Mexico St","Grand Canyon",70,50
"North Dakota","Idaho St",76,60
"North Texas","Southern Miss",70,54
"Northwestern","Minnesota",82,58
"Oakland","Youngstown St",107,85
"Oregon","Colorado",76,56
"Oregon St","Utah",71,69
"Portland","Pepperdine",73,70
"Portland St","Montana St",83,68
"Quinnipiac","Marist",79,53
"Sacred Heart","St Francis NY",74,70
"San Diego","Pacific",54,43
"Seattle","Chicago St",59,56
"St Francis PA","Bryant",63,57
"Temple","Tulsa",83,79
"TN Martin","Austin Peay",86,77
"UAB","Florida Intl",74,69
"UCF","Tulane",70,62
"ULL","Appalachian St",87,76
"UNC Greensboro","W Carolina",75,58
"UNC Wilmington","Hofstra",70,67
"USC","UCLA",80,61
"Utah Valley","UTRGV",88,77
"UTEP","Marshall",112,108
"Vanderbilt","Texas A&M",77,60
"WKU","UT San Antonio",83,71
"Weber St","N Colorado",64,54
"WI Green Bay","N Kentucky",85,78
"William & Mary","Northeastern",86,77
"Wisconsin","Ohio St",79,68
"Wright St","WI Milwaukee",84,83
"Brown","Cornell",86,80
"Iona","Canisius",84,66
"Monmouth NJ","Fairfield",91,67
"Penn","Dartmouth",71,64
"Princeton","Harvard",83,62
"Rider","Niagara",66,60
"Siena","St Peter's",69,52
"Yale","Columbia",86,72
"Air Force","Boise St",61,53
"Akron","C Michigan",92,87
"Alabama","Missouri",80,71
"Alabama A&M","Ark Pine Bluff",71,66
"Alabama St","MS Valley St",73,62
"Albany NY","Vermont",75,71
"Alcorn St","Jackson St",72,64
"Arizona","Washington",77,72
"Arizona St","Washington St",67,55
"Ark Little Rock","South Alabama",74,43
"Arkansas","Tennessee",85,67
"Austin Peay","Murray St",76,73
"Ball St","W Michigan",75,71
"Bethune-Cookman","Delaware St",85,56
"Boston Univ","Lafayette",89,82
"Bradley","Indiana St",63,58
"Bucknell","Holy Cross",77,52
"Buffalo","E Michigan",80,70
"Butler","St John's",89,56
"California","Stanford",76,61
"Cent Arkansas","New Orleans",112,77
"Chattanooga","Furman",62,54
"Coastal Car","Radford",72,60
"Col Charleston","Drexel",60,38
"Colgate","Navy",58,55
"Colorado St","Nevada",76,67
"Columbia","Brown",77,73
"Creighton","DePaul",88,66
"CS Bakersfield","Chicago St",71,48
"Davidson","Duquesne",93,82
"Dayton","George Mason",98,64
"Denver","NE Omaha",75,72
"Detroit","Youngstown St",94,92
"Duke","NC State",88,80
"E Illinois","SE Missouri St",78,69
"E Kentucky","Belmont",88,78
"E Washington","Southern Utah",81,67
"ETSU","UNC Greensboro",68,65
"Evansville","Missouri St",83,64
"FL Gulf Coast","North Florida",81,65
"Florida St","Wake Forest",91,71
"Fresno St","UNLV",111,104
"G Washington","VA Commonwealth",72,69
"Ga Southern","Texas St",66,62
"Gardner Webb","Presbyterian",69,66
"Georgia","Auburn",65,55
"Gonzaga","Pepperdine",69,66
"Grand Canyon","UTRGV",64,58
"Hawaii","Cal Poly SLO",75,60
"Idaho St","N Colorado",90,57
"Illinois St","Wichita St",58,53
"Incarnate Word","Lamar",74,71
"Iowa St","Oklahoma St",64,59
"Jacksonville","Stetson",96,88
"James Madison","Hofstra",98,95
"Kansas","TCU",75,56
"Kansas St","Oklahoma",80,69
"Kentucky","Florida",80,61
"Lehigh","American Univ",72,49
"Liberty","High Point",80,76
"Lipscomb","SC Upstate",78,65
"Long Beach St","CS Northridge",81,76
"Longwood","Charleston So",78,76
"Louisville","Boston College",79,47
"Loyola MD","Army",100,99
"Loyola-Chicago","S Illinois",73,59
"LSU","Mississippi St",88,77
"Marshall","UT San Antonio",109,91
"Maryland","Purdue",72,61
"MD E Shore","Hampton",73,70
"Memphis","Cincinnati",63,59
"Mercer","Citadel",88,72
"Miami OH","Bowling Green",55,51
"Michigan St","Michigan",89,73
"Mississippi","Vanderbilt",85,78
"Montana","Portland St",82,80
"Montana St","CS Sacramento",79,76
"MTSU","Florida Intl",67,66
"N Dakota St","IPFW",62,46
"N Kentucky","WI Milwaukee",75,71
"NC A&T","NC Central",67,63
"Nebraska","Rutgers",87,63
"New Hampshire","Binghamton",59,55
"New Mexico St","Utah Valley",98,74
"Nicholls St","McNeese St",71,56
"NJIT","Kennesaw",78,59
"Norfolk St","Howard",99,92
"North Dakota","Weber St",78,71
"North Texas","Louisiana Tech",80,69
"Northern Arizona","Idaho",72,70
"Northern Iowa","Drake",82,66
"Notre Dame","North Carolina",80,76
"Oakland","Cleveland St",67,57
"Ohio","N Illinois",80,69
"Old Dominion","Charlotte",74,69
"Oregon St","Colorado",60,56
"Pacific","BYU",77,72
"Penn","Harvard",67,57
"Penn St","Indiana",68,63
"Portland","Loy Marymount",92,78
"Prairie View","TX Southern",59,55
"Princeton","Dartmouth",83,70
"Rhode Island","La Salle",79,62
"Rice","Southern Miss",72,65
"Richmond","Massachusetts",69,53
"Robert Morris","Bryant",89,71
"S Carolina St","Coppin St",88,83
"S Dakota St","IUPUI",80,58
"Sacred Heart","Long Island",98,90
"San Diego St","New Mexico",78,71
"San Francisco","Santa Clara",89,86
"Santa Barbara","CS Fullerton",81,68
"Savannah St","Morgan St",57,49
"SE Louisiana","Abilene Chr",81,60
"Seattle","Missouri KC",65,55
"Seton Hall","Georgetown",69,61
"SF Austin","Houston Bap",72,66
"South Carolina","Texas A&M",81,78
"South Dakota","Oral Roberts",91,79
"Southern Univ","Grambling",79,66
"St Francis NY","F Dickinson",85,71
"St Francis PA","Central Conn",91,82
"St Joseph's PA","Fordham",82,60
"St Mary's CA","San Diego",60,43
"Stony Brook","MA Lowell",91,73
"TAM C. Christi","Sam Houston St",51,48
"Temple","UCF",62,60
"Tennessee St","Morehead St",77,76
"Tennessee Tech","Jacksonville St",68,58
"Texas","Texas Tech",69,59
"TN Martin","Edwardsville",79,62
"Toledo","Kent",82,67
"Towson","Elon",81,77
"Troy","Arkansas St",71,70
"UAB","FL Atlantic",104,67
"UC Davis","UC Riverside",50,49
"ULM","Appalachian St",91,90
"UMBC","Maine",83,79
"UNC Asheville","Campbell",81,71
"UNC Wilmington","Northeastern",90,73
"UT Arlington","Georgia St",90,69
"UTEP","WKU",93,89
"Valparaiso","IL Chicago",73,55
"Villanova","Providence",72,60
"Virginia","Pittsburgh",64,50
"Virginia Tech","Clemson",60,57
"W Carolina","VMI",69,60
"Wagner","Mt St Mary's",72,51
"West Virginia","Baylor",80,69
"William & Mary","Delaware",90,64
"Wofford","Samford",78,75
"Wright St","WI Green Bay",79,60
"Wyoming","Utah St",84,65
"Xavier","Marquette",90,82
"Yale","Cornell",83,52
"Canisius","Rider",67,61
"Connecticut","East Carolina",85,67
"Fairfield","Manhattan",80,70
"Iona","Niagara",75,61
"Iowa","Illinois",77,65
"Marist","Siena",79,73
"Miami FL","Georgia Tech",75,68
"Oregon","Utah",76,66
"SMU","South Florida",92,58
"St Bonaventure","St Louis",65,62
"Tulsa","Houston",77,63
"Abilene Chr","Lamar",71,67
"Albany NY","Binghamton",69,56
"Alcorn St","Grambling",66,63
"Ark Pine Bluff","Alabama St",75,70
"Army","Colgate",82,72
"Chattanooga","Mercer",72,66
"Duke","Louisville",72,65
"Florida A&M","Delaware St",96,95
"Furman","UNC Greensboro",79,72
"Georgetown","St John's",92,67
"Hampton","Howard",68,65
"Jackson St","Southern Univ",81,80
"Lehigh","Lafayette",87,72
"MA Lowell","Vermont",100,93
"MS Valley St","Alabama A&M",66,64
"New Hampshire","Maine",88,75
"Nicholls St","Incarnate Word",71,60
"Norfolk St","MD E Shore",76,70
"Notre Dame","Clemson",89,83
"Oklahoma","Texas",63,60
"S Carolina St","Morgan St",82,78
"Samford","Citadel",95,86
"Savannah St","Coppin St",72,63
"SF Austin","Northwestern LA",83,72
"St Peter's","Quinnipiac",68,52
"Stony Brook","Hartford",85,72
"TAM C. Christi","Houston Bap",83,76
"TCU","Oklahoma St",63,56
"Wofford","VMI",92,60
"Akron","Bowling Green",83,68
"Cent Arkansas","SE Louisiana",88,72
"Cincinnati","UCF",69,51
"Creighton","Xavier",70,56
"Dayton","Duquesne",76,74
"E Michigan","C Michigan",71,56
"Florida","Mississippi",77,72
"Kansas","West Virginia",75,65
"Kent","N Illinois",75,74
"Kentucky","Georgia",82,48
"Miami FL","Pittsburgh",65,63
"Miami OH","W Michigan",45,44
"Mississippi St","Arkansas",78,46
"Monmouth NJ","Marist",87,61
"North Carolina","Boston College",68,65
"Ohio","Ball St",72,69
"Ohio St","Northwestern",71,63
"Purdue","Michigan St",82,81
"Rhode Island","George Mason",81,63
"Tennessee","Auburn",71,45
"Toledo","Buffalo",71,69
"UT Arlington","Texas St",65,53
"Utah St","New Mexico",80,72
"Villanova","DePaul",86,59
"Virginia","Virginia Tech",67,49
"Wichita St","Drake",74,48
"Alabama","Texas A&M",63,62
"Austin Peay","E Illinois",79,70
"Baylor","Kansas St",82,72
"Belmont","Jacksonville St",81,73
"Boston Univ","American Univ",71,51
"Butler","Seton Hall",81,75
"Colorado St","Boise St",97,93
"CS Northridge","CS Fullerton",75,67
"Davidson","La Salle",79,66
"Fresno St","San Diego St",58,57
"Georgia Tech","Wake Forest",71,66
"Holy Cross","Lafayette",67,53
"Houston","Memphis",98,90
"Lehigh","Bucknell",80,65
"Loyola-Chicago","Bradley",54,43
"Marquette","Providence",96,91
"Michigan","Minnesota",82,74
"Morehead St","E Kentucky",61,50
"Navy","Loyola MD",71,51
"NE Omaha","S Dakota St",96,92
"Nevada","Air Force",72,52
"Northern Iowa","Missouri St",83,69
"Richmond","St Louis",67,53
"S Illinois","Indiana St",85,78
"South Carolina","LSU",94,83
"St Bonaventure","Fordham",76,72
"St Joseph's PA","G Washington",84,66
"Tennessee St","Tennessee Tech",85,55
"Texas Tech","Iowa St",85,82
"Tulane","East Carolina",100,92
"Tulsa","SMU",82,77
"UNLV","San Jose St",64,61
"Utah","Washington",90,82
"Vanderbilt","Missouri",86,71
"Wisconsin","Nebraska",72,61
"Binghamton","Hartford",68,54
"BYU","San Francisco",114,89
"California","Oregon",83,63
"Campbell","Gardner Webb",89,85
"Charleston So","Presbyterian",77,63
"Charlotte","Rice",102,73
"Colorado","Washington St",88,81
"Delaware","Drexel",69,60
"E Washington","North Dakota",95,85
"ETSU","Samford",94,90
"F Dickinson","Bryant",91,77
"FL Atlantic","UT San Antonio",79,73
"FL Gulf Coast","SC Upstate",71,64
"Furman","Citadel",95,75
"Ga Southern","Troy",77,71
"Gonzaga","Portland",92,66
"Hawaii","UC Irvine",74,52
"High Point","Coastal Car",68,67
"Hofstra","William & Mary",86,80
"Idaho","N Colorado",73,67
"Idaho St","Portland St",88,71
"IL Chicago","Wright St",64,59
"Illinois St","Evansville",70,60
"Indiana","Iowa",85,78
"James Madison","Col Charleston",56,52
"Kennesaw","North Florida",101,91
"Lipscomb","Jacksonville",93,92
"Long Beach St","Cal Poly SLO",73,70
"Long Island","Wagner",82,69
"Louisiana Tech","MTSU",73,63
"Loy Marymount","Pacific",77,72
"MA Lowell","Maine",108,95
"Manhattan","Quinnipiac",84,77
"Massachusetts","VA Commonwealth",69,63
"McNeese St","New Orleans",87,76
"Montana","Southern Utah",86,53
"Montana St","Northern Arizona",101,58
"Mt St Mary's","Sacred Heart",66,61
"Murray St","Edwardsville",70,64
"New Hampshire","Albany NY",69,68
"NJIT","Stetson",74,70
"Northeastern","Towson",47,44
"Old Dominion","North Texas",67,47
"Oral Roberts","IUPUI",77,56
"Oregon St","Stanford",62,50
"Pepperdine","St Mary's CA",69,63
"Radford","UNC Asheville",60,59
"Santa Barbara","UC Davis",72,66
"Santa Clara","San Diego",74,71
"Siena","Canisius",90,67
"South Alabama","Georgia St",79,78
"South Dakota","N Dakota St",72,58
"St Francis NY","Central Conn",74,67
"St Francis PA","Robert Morris",68,57
"Stony Brook","UMBC",75,52
"Syracuse","Florida St",85,72
"Temple","Connecticut",63,58
"Texas St","Appalachian St",69,68
"TN Martin","SE Missouri St",77,64
"UAB","Southern Miss",80,77
"ULL","Arkansas St",83,73
"ULM","Ark Little Rock",86,82
"UNC Wilmington","Elon",86,82
"UTEP","Florida Intl",84,74
"Valparaiso","N Kentucky",64,52
"VMI","UNC Greensboro",86,72
"W Carolina","Chattanooga",67,61
"W Illinois","Denver",63,60
"Weber St","CS Sacramento",63,50
"WI Green Bay","Detroit",86,85
"WI Milwaukee","Oakland",93,85
"Winthrop","Longwood",88,80
"Wofford","Mercer",79,70
"Arizona","UCLA",81,75
"Arizona St","USC",74,67
"Columbia","Penn",63,53
"Dayton","Rhode Island",68,66
"Grand Canyon","Seattle",71,60
"Harvard","Brown",79,73
"Incarnate Word","Cent Arkansas",71,69
"Monmouth NJ","Rider",79,78
"Princeton","Cornell",85,56
"St Peter's","Niagara",72,59
"Yale","Dartmouth",75,65
"Alabama","Florida",61,55
"Alabama St","Alabama A&M",74,68
"Alcorn St","MS Valley St",72,71
"Ark Little Rock","ULL",68,64
"Army","American Univ",65,59
"Ball St","C Michigan",75,63
"Boise St","Wyoming",94,71
"Boston Univ","Loyola MD",73,65
"BYU","Santa Clara",96,62
"Cal Poly SLO","UC Riverside",86,78
"California","Oregon St",83,71
"Campbell","Presbyterian",91,61
"Charlotte","North Texas",103,79
"Chattanooga","ETSU",76,68
"Cincinnati","East Carolina",75,60
"Clemson","Georgia Tech",66,52
"Cleveland St","Youngstown St",64,59
"Coastal Car","Gardner Webb",78,71
"Col Charleston","Elon",66,62
"Colgate","Bucknell",91,81
"Colorado","Washington",81,80
"Connecticut","Tulsa",75,73
"Coppin St","Howard",90,66
"Creighton","Marquette",65,62
"CS Bakersfield","Utah Valley",91,69
"Dartmouth","Brown",87,70
"Delaware St","MD E Shore",75,71
"Detroit","WI Milwaukee",80,66
"Duke","Virginia",63,62
"E Michigan","Kent",75,70
"E Washington","N Colorado",97,80
"Edwardsville","E Illinois",72,64
"Fairfield","Quinnipiac",84,80
"Florida Intl","UT San Antonio",79,65
"Furman","Mercer",85,74
"George Mason","Davidson",60,59
"Georgia","Mississippi St",66,57
"Hawaii","CS Fullerton",76,59
"High Point","Charleston So",72,50
"Hofstra","Delaware",77,66
"Houston","UCF",82,58
"Idaho","North Dakota",65,64
"Idaho St","CS Sacramento",66,64
"IL Chicago","N Kentucky",79,77
"Iowa St","Texas",85,75
"IPFW","Denver",88,84
"Kansas","Oklahoma",76,72
"Kennesaw","Jacksonville",90,69
"Kentucky","South Carolina",89,62
"Liberty","Longwood",69,68
"Lipscomb","North Florida",94,87
"Long Beach St","UC Davis",57,48
"Louisiana Tech","UAB",85,76
"LSU","Texas A&M",76,71
"Manhattan","Marist",81,73
"Marshall","WKU",96,93
"Michigan","Purdue",61,56
"Mississippi","Arkansas",76,60
"Missouri","Tennessee",75,64
"Missouri KC","UTRGV",75,58
"Missouri St","Indiana St",89,85
"Montana","Northern Arizona",85,67
"Montana St","Southern Utah",80,73
"Morehead St","Belmont",78,77
"Mt St Mary's","St Francis PA",66,61
"MTSU","Southern Miss",76,54
"Murray St","SE Missouri St",83,56
"N Illinois","Akron",80,79
"Navy","Lafayette",74,68
"NC A&T","Florida A&M",75,68
"NC Central","Bethune-Cookman",90,66
"NC State","Wake Forest",99,88
"NE Omaha","N Dakota St",76,69
"Nebraska","Penn St",70,54
"Nevada","Fresno St",77,72
"New Mexico","San Jose St",74,58
"New Mexico St","Chicago St",69,55
"NJIT","FL Gulf Coast",68,59
"Norfolk St","Morgan St",79,73
"Northeastern","Drexel",70,60
"Northern Iowa","Wichita St",53,50
"Northwestern","Illinois",58,56
"Northwestern LA","McNeese St",87,78
"Notre Dame","Louisville",71,66
"Oakland","WI Green Bay",111,93
"Ohio","Buffalo",94,75
"Ohio St","Rutgers",79,69
"Oklahoma St","Kansas St",58,55
